GAME_ID,GAME_DATE,HOME_TEAM_ID,AWAY_TEAM_ID,HOME_SCORE,AWAY_SCORE
22400801,2025-02-21,1610612745,1610612750,121,115
22400805,2025-02-21,1610612758,1610612744,108,132
22400803,2025-02-21,1610612742,1610612740,111,103
22400798,2025-02-21,1610612753,1610612763,104,105
22400799,2025-02-21,1610612764,1610612749,101,104
22400796,2025-02-20,1610612757,1610612747,102,110
22400791,2025-02-20,1610612751,1610612739,97,110
22400795,2025-02-20,1610612759,1610612756,120,109
22400790,2025-02-20,1610612737,1610612753,108,114
22400789,2025-02-20,1610612755,1610612738,104,124
22400794,2025-02-20,1610612743,1610612766,129,115
22400788,2025-02-20,1610612754,1610612763,127,113
22400792,2025-02-20,1610612752,1610612741,113,111
22400793,2025-02-20,1610612749,1610612746,116,110
22400524,2025-02-19,1610612747,1610612766,97,100
22400784,2025-02-13,1610612745,1610612744,98,105
22401004,2025-02-13,1610612762,1610612746,116,120
22400785,2025-02-13,1610612740,1610612758,140,133
22400787,2025-02-13,1610612750,1610612760,116,101
22400786,2025-02-13,1610612742,1610612748,118,113
22400780,2025-02-12,1610612743,1610612757,132,121
22400771,2025-02-12,1610612764,1610612754,130,134
22400774,2025-02-12,1610612761,1610612739,108,131
22400781,2025-02-12,1610612762,1610612747,131,119
22400770,2025-02-12,1610612753,1610612766,102,86
22400769,2025-02-12,1610612738,1610612759,116,103
22400782,2025-02-12,1610612742,1610612744,111,107
22400773,2025-02-12,1610612752,1610612737,149,148
22400775,2025-02-12,1610612741,1610612765,110,128
22400772,2025-02-12,1610612751,1610612755,100,96
22400776,2025-02-12,1610612750,1610612749,101,103
22400779,2025-02-12,1610612745,1610612756,119,111
22400783,2025-02-12,1610612746,1610612763,128,114
22400778,2025-02-12,1610612760,1610612748,115,101
22400777,2025-02-12,1610612740,1610612758,111,119
22400766,2025-02-11,1610612741,1610612765,92,132
22400764,2025-02-11,1610612755,1610612761,103,106
22400765,2025-02-11,1610612754,1610612752,115,128
22400767,2025-02-11,1610612756,1610612763,112,119
22400763,2025-02-10,1610612743,1610612757,146,117
22400757,2025-02-10,1610612764,1610612759,121,131
22400756,2025-02-10,1610612753,1610612737,106,112
22400762,2025-02-10,1610612742,1610612758,128,129
22400761,2025-02-10,1610612760,1610612740,137,101
22400755,2025-02-10,1610612739,1610612750,128,107
22400760,2025-02-10,1610612749,1610612744,111,125
22400758,2025-02-10,1610612751,1610612766,97,89
22400768,2025-02-10,1610612747,1610612762,132,113
22400759,2025-02-10,1610612748,1610612738,85,103
22400754,2025-02-09,1610612749,1610612755,135,127
22400753,2025-02-09,1610612745,1610612761,94,87
22400752,2025-02-09,1610612765,1610612766,112,102
22400744,2025-02-08,1610612764,1610612737,111,125
22400743,2025-02-08,1610612753,1610612759,112,111
22400741,2025-02-08,1610612742,1610612745,116,105
22400745,2025-02-08,1610612741,1610612744,111,132
22400742,2025-02-08,1610612747,1610612754,124,117
22400748,2025-02-08,1610612752,1610612738,104,131
22400747,2025-02-08,1610612750,1610612757,114,98
22400751,2025-02-08,1610612746,1610612762,130,110
22400749,2025-02-08,1610612756,1610612743,105,122
22400746,2025-02-08,1610612763,1610612760,112,125
22400750,2025-02-08,1610612758,1610612740,123,118
22400735,2025-02-07,1610612764,1610612739,124,134
22400739,2025-02-07,1610612760,1610612761,121,109
22400737,2025-02-07,1610612751,1610612748,102,86
22400740,2025-02-07,1610612756,1610612762,135,127
22400738,2025-02-07,1610612765,1610612755,125,112
22400734,2025-02-07,1610612766,1610612759,117,116
22400736,2025-02-07,1610612737,1610612749,115,110
22400733,2025-02-06,1610612746,1610612754,112,119
22400732,2025-02-06,1610612757,1610612758,108,102
22400728,2025-02-06,1610612738,1610612742,120,127
22400731,2025-02-06,1610612747,1610612744,120,112
22400730,2025-02-06,1610612743,1610612753,112,90
22400729,2025-02-06,1610612750,1610612745,127,114
22400723,2025-02-05,1610612750,1610612741,127,108
22400727,2025-02-05,1610612758,1610612753,111,130
22400724,2025-02-05,1610612760,1610612756,140,109
22400718,2025-02-05,1610612765,1610612739,115,118
22400717,2025-02-05,1610612766,1610612749,102,112
22400725,2025-02-05,1610612762,1610612744,131,128
22400720,2025-02-05,1610612751,1610612764,102,119
22400726,2025-02-05,1610612743,1610612740,144,119
22400719,2025-02-05,1610612737,1610612759,125,126
22400722,2025-02-05,1610612761,1610612763,107,138
22400721,2025-02-05,1610612755,1610612748,101,108
22400710,2025-02-04,1610612739,1610612738,105,112
22400712,2025-02-04,1610612755,1610612742,118,116
22400714,2025-02-04,1610612741,1610612748,133,124
22400715,2025-02-04,1610612746,1610612747,97,122
22400716,2025-02-04,1610612757,1610612754,112,89
22400711,2025-02-04,1610612751,1610612745,99,97
22400713,2025-02-04,1610612761,1610612752,115,121
22400706,2025-02-03,1610612743,1610612740,125,113
22400704,2025-02-03,1610612750,1610612758,114,116
22400701,2025-02-03,1610612765,1610612737,130,132
22400703,2025-02-03,1610612763,1610612759,128,109
22400702,2025-02-03,1610612752,1610612745,124,118
22400705,2025-02-03,1610612760,1610612749,125,96
22400709,2025-02-03,1610612757,1610612756,121,119
22400708,2025-02-03,1610612744,1610612753,104,99
22400707,2025-02-03,1610612762,1610612754,111,112
22400700,2025-02-03,1610612766,1610612764,114,124
22400699,2025-02-02,1610612749,1610612763,119,132
22400698,2025-02-02,1610612755,1610612738,110,118
22400697,2025-02-02,1610612761,1610612746,115,108
22400696,2025-02-02,1610612739,1610612742,144,101
22400695,2025-02-02,1610612765,1610612741,127,119
22400688,2025-02-01,1610612766,1610612743,104,107
22400694,2025-02-01,1610612757,1610612756,127,108
22400690,2025-02-01,1610612750,1610612764,103,105
22400689,2025-02-01,1610612745,1610612751,98,110
22400692,2025-02-01,1610612752,1610612747,112,128
22400687,2025-02-01,1610612762,1610612753,113,99
22400693,2025-02-01,1610612759,1610612748,103,105
22400686,2025-02-01,1610612754,1610612737,132,127
22400691,2025-02-01,1610612760,1610612758,144,110
22400683,2025-01-31,1610612740,1610612738,116,118
22400680,2025-01-31,1610612765,1610612742,117,102
22400682,2025-01-31,1610612761,1610612741,106,122
22400684,2025-01-31,1610612759,1610612749,144,118
22400685,2025-01-31,1610612744,1610612756,105,130
22400679,2025-01-31,1610612766,1610612746,104,112
22400681,2025-01-31,1610612755,1610612743,134,137
22400674,2025-01-30,1610612764,1610612747,96,134
22400675,2025-01-30,1610612739,1610612737,137,115
22400677,2025-01-30,1610612762,1610612750,113,138
22400678,2025-01-30,1610612757,1610612753,119,90
22400676,2025-01-30,1610612763,1610612745,120,119
22400668,2025-01-29,1610612752,1610612743,122,112
22400665,2025-01-29,1610612764,1610612761,82,106
22400673,2025-01-29,1610612744,1610612760,116,109
22400670,2025-01-29,1610612740,1610612742,136,137
22400669,2025-01-29,1610612755,1610612758,117,104
22400666,2025-01-29,1610612738,1610612741,122,100
22400663,2025-01-29,1610612766,1610612751,83,104
22400664,2025-01-29,1610612754,1610612765,133,119
22400671,2025-01-29,1610612759,1610612746,116,128
22400667,2025-01-29,1610612748,1610612739,106,126
22400672,2025-01-29,1610612756,1610612750,113,121
22400661,2025-01-28,1610612744,1610612762,114,103
22400662,2025-01-28,1610612757,1610612749,125,112
22400660,2025-01-28,1610612755,1610612747,118,104
22400532,2025-01-28,1610612737,1610612745,96,100
22400651,2025-01-27,1610612751,1610612758,96,110
22400652,2025-01-27,1610612748,1610612753,125,119
22400650,2025-01-27,1610612738,1610612745,112,114
22400654,2025-01-27,1610612761,1610612740,113,104
